BoroCD_code,CORRIDOR,CrossStree,ENFORCEMENT_START,FROM_STREET,FromStreet,Install_Date,MainStreet,Name,OBJECTID,OnStreet,Shape_Area,Shape_Length,Street1,Street2,TO_STREET,ToStreet,YR,Year,completion,date_insta,end_date,from_stree,geometry_x,geometry_y,humps,on_street,pjct_name,sip_year,source_layer_id,sq_mi,to_street,treatment_
,,W 57 Street,,,,1427500800000,7 Avenue,,3459,,,,,,,,,,,,,,989780.4006726444,218173.98758623004,,,,,6,,,
,,W 58 Street,,,,1427500800000,7 Avenue,,3460,,,,,,,,,,,,,,989916.4007287174,218420.9874203056,,,,,6,,,
,,West 15 Street,,,,1443225600000,8 Avenue,,3462,,,,,,,,,,,,,,983690.4016977996,209036.98945605755,,,,,6,,,
,,West 17 Street,,,,1443225600000,8 Avenue,,3463,,,,,,,,,,,,,,983937.4012038112,209482.98954831064,,,,,6,,,
,,West 18 Street,,,,1443225600000,8 Avenue,,3464,,,,,,,,,,,,,,984055.4012958854,209696.98944839835,,,,,6,,,
,,West 20 Street,,,,1443225600000,8 Avenue,,3465,,,,,,,,,,,,,,984292.4011499733,210122.9892525673,,,,,6,,,
,,West 21 Street,,,,1443225600000,8 Avenue,,3466,,,,,,,,,,,,,,984412.401238054,210334.98915664852,,,,,6,,,
,,West 24 Street,,,,1443225600000,8 Avenue,,3468,,,,,,,,,,,,,,984802.4011142254,211043.98905096948,,,,,6,,,
,,West 25 Street,,,,1443225600000,8 Avenue,,3469,,,,,,,,,,,,,,984928.4011903107,211272.98924914002,,,,,6,,,
,,West 28 Street,,,,1431216000000,8 Avenue,,3470,,,,,,,,,,,,,,985304.4010944664,211949.9888793975,,,,,6,,,
,,West 29 Street,,,,1447027200000,8 Avenue,,3471,,,,,,,,,,,,,,985428.4011745602,212173.98875947297,,,,,6,,,
,,West 40 Street,,,,1446940800000,8 Avenue,,3473,,,,,,,,,,,,,,986819.4010172188,214686.98832663894,,,,,6,,,
,,West 47 Street,,,,1443225600000,8 Avenue,,3474,,,,,,,,,,,,,,987720.4008556306,216309.98770530522,,,,,6,,,
,,West 48 Street,,,,1443225600000,8 Avenue,,3475,,,,,,,,,,,,,,987847.4009297192,216539.987901479,,,,,6,,,
,,West 51 Street,,,,1443225600000,8 Avenue,,3476,,,,,,,,,,,,,,988226.4008278847,217224.9878438115,,,,,6,,,
,,West 52 Street,,,,1443225600000,8 Avenue,,3477,,,,,,,,,,,,,,988352.40090397,217453.9877138883,,,,,6,,,
,,West 53 Street,,,,1443225600000,8 Avenue,,3478,,,,,,,,,,,,,,988479.4009780586,217681.9879140556,,,,,6,,,
,,West 54 Street,,,,1447459200000,8 Avenue,,3479,,,,,,,,,,,,,,988604.4007280469,217907.98746205866,,,,,6,,,
,,West 15 Street,,,,1442016000000,9 Avenue,,3481,,,,,,,,,,,,,,982903.4016313851,209474.98956431448,,,,,6,,,
,,West 16 Street,,,,1442016000000,9 Avenue,,3482,,,,,,,,,,,,,,983026.4017134756,209707.98942638934,,,,,6,,,
,,West 17 Street,,,,1442016000000,9 Avenue,,3483,,,,,,,,,,,,,,983150.4014654756,209918.98966056108,,,,,6,,,
,,West 18 Street,,,,1442016000000,9 Avenue,,3484,,,,,,,,,,,,,,983269.4015555531,210131.98956264555,,,,,6,,,
,,West 20 Street,,,,1442016000000,9 Avenue,,3485,,,,,,,,,,,,,,983504.4014136344,210558.98903672397,,,,,6,,,
,,West 21 Street,,,,1442016000000,9 Avenue,,3486,,,,,,,,,,,,,,983622.4015057236,210772.98926489055,,,,,6,,,
,,West 25 Street,,,,1442016000000,9 Avenue,,3488,,,,,,,,,,,,,,984140.4014539719,211705.98903931677,,,,,6,,,
,,West 26 Street,,,,1442016000000,9 Avenue,,3489,,,,,,,,,,,,,,984267.4015280604,211935.9889073968,,,,,6,,,
,,West 33 Street,,,,1442016000000,9 Avenue,,3491,,,,,,,,,,,,,,985140.401094392,213510.98838205636,,,,,6,,,
,,West 48 Street,,,,1442016000000,9 Avenue,,3497,,,,,,,,,,,,,,987058.4008672982,216976.9880117327,,,,,6,,,
,,West 51 Street,,,,1442016000000,9 Avenue,,3498,,,,,,,,,,,,,,987437.4007654637,217660.98795606196,,,,,6,,,
,,West 52 Street,,,,1442016000000,9 Avenue,,3499,,,,,,,,,,,,,,987565.4008375555,217887.98750205338,,,,,6,,,
,,West 53 Street,,,,1442016000000,9 Avenue,,3500,,,,,,,,,,,,,,987691.4009136409,218116.98770022392,,,,,6,,,
,,West 55 Street,,,,1447459200000,9 Avenue,,3501,,,,,,,,,,,,,,987945.4010618031,218572.9874444008,,,,,6,,,
,,West 47 Street,,,,1430352000000,10 Avenue,,3505,,,,,,,,,,,,,,986146.4013789743,217184.98792381585,,,,,6,,,
,,West 120 Street,,,,1436572800000,Amsterdam Avenue,,3514,,,,,,,,,,,,,,995540.3999793828,234140.9841954708,,,,,6,,,
,,East 16 Street,,,,1421712000000,Avenue C,,3516,,,,,,,,,,,,,,991234.4000612199,205159.99032031,,,,,6,,,
,,East 8 Street,,,,1437868800000,Broadway,,3520,,,,,,,,,,,,,,986354.4009629637,205447.99007239938,,,,,6,,,
,,W 70 Street,,,,1442620800000,Broadway,,3523,,,,,,,,,,,,,,989207.4008343816,222390.9870262295,,,,,6,,,
,,W 76 Street,,,,1442620800000,Broadway,,3524,,,,,,,,,,,,,,989494.4005884677,224086.98658697307,,,,,6,,,
,,W 77 Street,,,,1442620800000,Broadway,,3525,,,,,,,,,,,,,,989564.4004484713,224350.9863870591,,,,,6,,,
,,W 78 Street,,,,1442620800000,Broadway,,3526,,,,,,,,,,,,,,989658.4005885571,224600.9862151444,,,,,6,,,
,,W 80 Street,,,,1442620800000,Broadway,,3528,,,,,,,,,,,,,,989935.4006907195,225096.9862073958,,,,,6,,,
,,W 81 Street,,,,1442620800000,Broadway,,3529,,,,,,,,,,,,,,990065.400430724,225327.98607347906,,,,,6,,,
,,W 82 Street,,,,1442620800000,Broadway,,3530,,,,,,,,,,,,,,990194.4005008042,225557.98626963794,,,,,6,,,
,,W 83 Street,,,,1442620800000,Broadway,,3531,,,,,,,,,,,,,,990326.4005648941,225788.9861357212,,,,,6,,,
,,W 84 Street,,,,1442620800000,Broadway,,3532,,,,,,,,,,,,,,990457.4006309658,226016.98600780964,,,,,6,,,
,,West 86 Street,,,,1436572800000,Broadway,,3533,,,,,,,,,,,,,,990757.4006871432,226477.98574197292,,,,,6,,,
,,W 88 Street,,,,1442620800000,Broadway,,3534,,,,,,,,,,,,,,991041.4004472196,226940.98580022156,,,,,6,,,
,,W 89 Street,,,,1442620800000,Broadway,,3535,,,,,,,,,,,,,,991167.4005233049,227169.9859983921,,,,,6,,,
,,W 93 Street,,,,1442620800000,Broadway,,3536,,,,,,,,,,,,,,991674.4004935473,228084.98548072577,,,,,6,,,
,,West 99 Street,,,,1436572800000,Broadway,,3538,,,,,,,,,,,,,,992454.40024589,229496.98528139293,,,,,6,,,
,,West 106 Street,,,,1436572800000,Broadway,,3539,,,,,,,,,,,,,,993144.4001782238,231229.98476813734,,,,,6,,,
,,W 108 Street,,,,1442620800000,Broadway,,3540,,,,,,,,,,,,,,993227.4003403038,231803.98493248224,,,,,6,,,
,,W 109 Street,,,,1442620800000,Broadway,,3541,,,,,,,,,,,,,,993347.4001003057,232036.98446647823,,,,,6,,,
,,W 112 Street,,,,1442620800000,Broadway,,3543,,,,,,,,,,,,,,993728.4003225565,232723.9847328961,,,,,6,,,
,,W 114 Street,,,,1442620800000,Broadway,,3544,,,,,,,,,,,,,,993981.4001446366,233180.9844750613,,,,,6,,,
,,W 116 Street,,,,1442620800000,Broadway,,3545,,,,,,,,,,,,,,994244.4002747983,233652.98418723047,,,,,6,,,
,,W 121 Street,,,,1442620800000,Broadway,,3546,,,,,,,,,,,,,,994888.399971053,234819.98414981365,,,,,6,,,
,,W 122 Street,,,,1442620800000,Broadway,,3547,,,,,,,,,,,,,,995015.4000451416,235047.98434998095,,,,,6,,,
,,W 126 Street,,,,1442620800000,Broadway,,3548,,,,,,,,,,,,,,995922.399871558,236683.9837026447,,,,,6,,,
,,W 133 Street,,,,1442620800000,Broadway,,3549,,,,,,,,,,,,,,996423.3998538107,237588.9835330546,,,,,6,,,
,,W 146 Street,,,,1442620800000,Broadway,,3551,,,,,,,,,,,,,,998100.3994525522,240613.98306047916,,,,,6,,,
,,W 147 Street,,,,1442620800000,Broadway,,3552,,,,,,,,,,,,,,998224.399532631,240841.9829325527,,,,,6,,,
,,West 152 Street,,,,1436572800000,Broadway,,3553,,,,,,,,,,,,,,998855.3995829672,241977.98262906075,,,,,6,,,
,,W 153 Street,,,,1442620800000,Broadway,,3554,,,,,,,,,,,,,,998981.3993309736,242205.98250114918,,,,,6,,,
,,West 158 Street,,,,1436572800000,Broadway,,3555,,,,,,,,,,,,,,999629.3993473053,243375.98212964833,,,,,6,,,
,,W 160 Street,,,,1442620800000,Broadway,,3556,,,,,,,,,,,,,,999881.3991713822,243831.98220188916,,,,,6,,,
,,W 164 Street,,,,1442620800000,Broadway,,3557,,,,,,,,,,,,,,1000385.3991476446,244740.98202431202,,,,,6,,,
,,W 173 Street,,,,1442620800000,Broadway,,3558,,,,,,,,,,,,,,1001168.399222061,247019.9817313999,,,,,6,,,
,,W 174 Street,,,,1442620800000,Broadway,,3559,,,,,,,,,,,,,,1001216.3991260529,247296.9815054834,,,,,6,,,
,,W 175 Street,,,,1442620800000,Broadway,,3560,,,,,,,,,,,,,,1001279.3993281424,247570.98128555715,,,,,6,,,
,,W 181 Street,,,,1442620800000,Broadway,,3563,,,,,,,,,,,,,,1002024.3988223821,249019.98134030402,,,,,6,,,
,,W 182 Street,,,,1442620800000,Broadway,,3564,,,,,,,,,,,,,,1002115.3989684731,249240.98089830577,,,,,6,,,
,,W 183 Street,,,,1442620800000,Broadway,,3565,,,,,,,,,,,,,,1002209.3991085589,249481.98107247055,,,,,6,,,
,,W 184 Street,,,,1442620800000,Broadway,,3566,,,,,,,,,,,,,,1002294.3989385515,249708.98094655573,,,,,6,,,
,,W 186 Street,,,,1442620800000,Broadway,,3567,,,,,,,,,,,,,,1002455.3989446312,250124.9810988158,,,,,6,,,
,,W 187 Street,,,,1442620800000,Broadway,,3568,,,,,,,,,,,,,,1002590.399002716,250477.98104897141,,,,,6,,,
,,W 196 Street,,,,1442620800000,Broadway,,3569,,,,,,,,,,,,,,1003400.3990231305,252836.98026797175,,,,,6,,,
,,W 204 Street,,,,1442620800000,Broadway,,3570,,,,,,,,,,,,,,1005517.3987261355,255160.97988505661,,,,,6,,,
,,Academy St,,,,1442620800000,Broadway,,3573,,,,,,,,,,,,,,1004993.3984618038,254912.9800529778,,,,,6,,,
,,Isham St,,,,1442620800000,Broadway,,3576,,,,,,,,,,,,,,1006445.3981824666,255561.97973923385,,,,,6,,,
,,Sherman Avenue,,,,1440201600000,Broadway,,3578,,,,,,,,,,,,,,1003771.3989372998,253445.980362311,,,,,6,,,
,,Baxter Street,,,,1444953600000,Canal Street,,3580,,,,,,,,,,,,,,984441.400851965,200695.99104622006,,,,,6,,,
,,Eldridge Street,,,,1444953600000,Canal Street,,3581,,,,,,,,,,,,,,986079.4005287141,199896.99100381136,,,,,6,,,
,,Essex Street,,,,1444953600000,Canal Street,,3582,,,,,,,,,,,,,,986961.4007332176,199550.99136772752,,,,,6,,,
,,West 77 Street,,,,1437523200000,Columbus Avenue,,3595,,,,,,,,,,,,,,990781.4006391317,223686.9864027202,,,,,6,,,
,,West 116 Street,,,,1436572800000,Lenox Avenue,,3617,,,,,,,,,,,,,,998181.3992905617,231476.9846022278,,,,,6,,,
,,East 36 Street,,,,1427155200000,Lexington Avenue,,3619,,,,,,,,,,,,,,990128.4003047198,211675.98877122998,,,,,6,,,
,,East 43 Street,,,,1425859200000,Lexington Avenue,,3621,,,,,,,,,,,,,,991022.4001571387,213290.98849397898,,,,,6,,,
,,East 62 Street,,,,1450828800000,Lexington Avenue,,3622,,,,,,,,,,,,,,993443.3999083042,217659.98762997985,,,,,6,,,
,,East 125 Street,,,,1436572800000,Lexington Avenue,,3624,,,,,,,,,,,,,,1001575.3987361342,232335.98452463746,,,,,6,,,
,,East 116 Street,,,,1441065600000,Madison Avenue,,3632,,,,,,,,,,,,,,999520.3989091367,230734.98477388918,,,,,6,,,
,,E 61 Street,,,,1450483200000,Park Avenue,,3636,,,,,,,,,,,,,,992868.4000740498,217679.98758997023,,,,,6,,,
,,E 62 Street,,,,1450483200000,Park Avenue,,3637,,,,,,,,,,,,,,992995.3998200595,217907.98746205866,,,,,6,,,
,,E 73 Street,,,,1450483200000,Park Avenue,,3638,,,,,,,,,,,,,,994408.399618715,220457.98695522547,,,,,6,,,
,,E 75 Street,,,,1450483200000,Park Avenue,,3639,,,,,,,,,,,,,,994664.3997628838,220919.98701547086,,,,,6,,,
,,E 76 Street,,,,1450483200000,Park Avenue,,3640,,,,,,,,,,,,,,994792.3995068818,221151.98687955737,,,,,6,,,
,,E 78 Street,,,,1450483200000,Park Avenue,,3641,,,,,,,,,,,,,,995049.3996490538,221612.98694181442,,,,,6,,,
,,E 81 Street,,,,1450483200000,Park Avenue,,3642,,,,,,,,,,,,,,995454.3994952142,222342.98646606505,,,,,6,,,
,,E 82 Street,,,,1450483200000,Park Avenue,,3643,,,,,,,,,,,,,,995580.3995712996,222573.98666022718,,,,,6,,,
,,E 83 Street,,,,1450483200000,Park Avenue,,3644,,,,,,,,,,,,,,995708.3996433914,222804.98652631044,,,,,6,,,
,,E 85 Street,,,,1450483200000,Park Avenue,,3646,,,,,,,,,,,,,,995965.3994574696,223266.98658655584,,,,,6,,,
,,E 87 Street,,,,1450483200000,Park Avenue,,3647,,,,,,,,,,,,,,996239.3992375582,223762.98625072837,,,,,6,,,
,,E 89 Street,,,,1450483200000,Park Avenue,,3648,,,,,,,,,,,,,,996493.3993857205,224219.98632097244,,,,,6,,,
,,E 92 Street,,,,1450483200000,Park Avenue,,3649,,,,,,,,,,,,,,996873.3992818892,224906.98593123257,,,,,6,,,
,,E 94 Street,,,,1450483200000,Park Avenue,,3650,,,,,,,,,,,,,,997126.3994320482,225363.98600147665,,,,,6,,,
,,E 95 Street,,,,1450483200000,Park Avenue,,3651,,,,,,,,,,,,,,997253.3991780579,225591.98587356508,,,,,6,,,
,,E 96 Street,,,,1450483200000,Park Avenue,,3652,,,,,,,,,,,,,,997389.399234131,225837.98603773117,,,,,6,,,
,,E 97 Street,,,,1450483200000,Park Avenue,,3653,,,,,,,,,,,,,,997526.3992882222,226083.9858738035,,,,,6,,,
,,E 104 Street,,,,1450483200000,Park Avenue,,3654,,,,,,,,,,,,,,998414.3988245577,227686.98562055826,,,,,6,,,
,,E 105 Street,,,,1450483200000,Park Avenue,,3655,,,,,,,,,,,,,,998542.3988966346,227917.98515856266,,,,,6,,,
,,E 106 Street,,,,1450483200000,Park Avenue,,3656,,,,,,,,,,,,,,998676.3989567161,228164.985320732,,,,,6,,,
,,E 107 Street,,,,1450483200000,Park Avenue,,3657,,,,,,,,,,,,,,998815.3990067989,228406.98516480625,,,,,6,,,
,,E 108 Street,,,,1450483200000,Park Avenue,,3658,,,,,,,,,,,,,,998940.399084881,228638.98535697162,,,,,6,,,
,,E 109 Street,,,,1450483200000,Park Avenue,,3659,,,,,,,,,,,,,,999069.3988268822,228867.9852270633,,,,,6,,,
,,E 110 Street,,,,1450483200000,Park Avenue,,3660,,,,,,,,,,,,,,999194.3989049643,229086.98511713743,,,,,6,,,
,,E 111 Street,,,,1450483200000,Park Avenue,,3661,,,,,,,,,,,,,,999324.3989730477,229323.98529930413,,,,,6,,,
,,E 112 Street,,,,1450483200000,Park Avenue,,3662,,,,,,,,,,,,,,999452.3990451396,229560.9848253131,,,,,6,,,
,,E 115 Street,,,,1450483200000,Park Avenue,,3663,,,,,,,,,,,,,,999826.3989533037,230235.98478764296,,,,,6,,,
,,E 117 Street,,,,1450483200000,Park Avenue,,3664,,,,,,,,,,,,,,1000105.3990514725,230732.9847778976,,,,,6,,,
,,E 118 Street,,,,1450483200000,Park Avenue,,3665,,,,,,,,,,,,,,1000233.3987954706,230961.98497605324,,,,,6,,,
,,E 119 Street,,,,1450483200000,Park Avenue,,3666,,,,,,,,,,,,,,1000359.3988715559,231190.98451806605,,,,,6,,,
,,E 120 Street,,,,1450483200000,Park Avenue,,3667,,,,,,,,,,,,,,1000487.3989436328,231420.98471422493,,,,,6,,,
,,E 127 Street,,,,1450483200000,Park Avenue,,3668,,,,,,,,,,,,,,1001390.3987780511,233055.9843969792,,,,,6,,,
,,E 128 Street,,,,1450483200000,Park Avenue,,3669,,,,,,,,,,,,,,1001515.3985280544,233282.9842710644,,,,,6,,,
,,E 130 Street,,,,1450483200000,Park Avenue,,3670,,,,,,,,,,,,,,1001768.3986782283,233736.98434731364,,,,,6,,,
,,Beekman Street,,,,1448841600000,Pearl Street,,3671,,,,,,,,,,,,,,983307.4011514783,197246.99171064794,,,,,6,,,
,,Peck Slip,,,,1448841600000,Pearl Street,,3672,,,,,,,,,,,,,,983556.4013096392,197524.99181081355,,,,,6,,,
,,W. Houston Street,,,,1422662400000,Varick Street,,3681,,,,,,,,,,,,,,982777.4015552998,204723.99053613842,,,,,6,,,
,,MacDougal St,,,,1442966400000,West Houston St,,3691,,,,,,,,,,,,,,983654.4011136442,204515.99062405527,,,,,6,,,
,,East 64 Street,,,,1448841600000,York Avenue,,3696,,,,,,,,,,,,,,996040.3993074745,216816.9876755625,,,,,6,,,
,,East 91 Street,,,,1448841600000,York Avenue,,3700,,,,,,,,,,,,,,999545.3985310495,223141.9861803949,,,,,6,,,
,,30 Avenue,,,,1420329600000,21 Street,,3702,,,,,,,,,,,,,,1004247.3976572156,219772.98701289296,,,,,6,,,
,,31 Avenue,,,,1420329600000,21 Street,,3703,,,,,,,,,,,,,,1003680.3978069723,218838.98691239953,,,,,6,,,
,,31 Drive,,,,1420329600000,21 Street,,3704,,,,,,,,,,,,,,1003395.3980488926,218378.9871762246,,,,,6,,,
,,31 Road,,,,1420329600000,21 Street,,3705,,,,,,,,,,,,,,1003533.3981009722,218598.98706431687,,,,,6,,,
,,34 Avenue,,,,1420329600000,21 Street,,3706,,,,,,,,,,,,,,1002539.3981204778,217198.9875677228,,,,,6,,,
,,36 Avenue,,,,1420329600000,21 Street,,3707,,,,,,,,,,,,,,1001761.3980360478,216125.98741714656,,,,,6,,,
,,37 Avenue,,,,1420329600000,21 Street,,3708,,,,,,,,,,,,,,1001449.39833197,215696.98794706166,,,,,6,,,
,,38 Avenue,,,,1420329600000,21 Street,,3709,,,,,,,,,,,,,,1001126.3983218074,215251.9878528118,,,,,6,,,
,,40 Avenue,,,,1420329600000,21 Street,,3710,,,,,,,,,,,,,,1000530.3982014656,214430.98785439134,,,,,6,,,
,,41 Avenue,,,,1420329600000,21 Street,,3711,,,,,,,,,,,,,,1000200.3982053101,213979.9881002307,,,,,6,,,
,,68 Street,,,,1428278400000,31 Avenue,,3714,,,,,,,,,,,,,,1012172.3959148079,215393.98756881058,,,,,6,,,
,,69 Street,,,,1428278400000,31 Avenue,,3715,,,,,,,,,,,,,,1012455.3960049748,215432.987490803,,,,,6,,,
,,84 Street,,,,1426896000000,Atlantic Avenue,,3722,,,,,,,,,,,,,,1023806.3929879665,189132.99219064415,,,,,6,,,
,,87 Street,,,,1426896000000,Atlantic Avenue,,3723,,,,,,,,,,,,,,1024508.3925682157,189397.9919887334,,,,,6,,,
,,118 Street,,,,1426896000000,Atlantic Avenue,,3724,,,,,,,,,,,,,,1031707.3912935555,192100.99150398374,,,,,6,,,
,,71 Avenue,,,,1439251200000,Austin St,,3725,,,,,,,,,,,,,,1027274.3926136345,201686.98972038925,,,,,6,,,
,,Beach 9 Street,,,,1450828800000,Cornaga Ave,,3727,,,,,,,,,,,,,,1054853.3856838942,159211.99724273384,,,,,6,,,
,,31 Street,,,,1433980800000,Ditmars Blvd,,3729,,,,,,,,,,,,,,1008983.3970434666,222051.9860638082,,,,,6,,,
,,175 Street,,,,1435017600000,Hillside Avenue,,3732,,,,,,,,,,,,,,1043066.3895728886,198676.98983488977,,,,,6,,,
,,173 Street,,,,1435017600000,Hillside Avenue,,3733,,,,,,,,,,,,,,1042631.3894586414,198743.98970089853,,,,,6,,,
,,143 ST & 144 ST,,,,1421366400000,Jamaica Avenue,,3737,,,,,,,,,,,,,,1036396.390773803,195210.99086138606,,,,,6,,,
,,153 STREET,,,,1421366400000,Jamaica Avenue,,3739,,,,,,,,,,,,,,1039070.3900189698,195361.99055939913,,,,,6,,,
,,Marathon Pkwy,,,,1447804800000,Little Neck Pkwy,,3758,,,,,,,,,,,,,,1056580.3874792159,220203.9851666391,,,,,6,,,
,,150 Street,,,,1432166400000,Melbourne Avenue,,3762,,,,,,,,,,,,,,1034204.3915488869,206811.98865672946,,,,,6,,,
,,Ascan Ave & 72 drive,,,,1443744000000,Metropolitan Avenue,,3772,,,,,,,,,,,,,,1026938.3926294744,197869.99046464264,,,,,6,,,
,,69 Avenue,,,,1443744000000,Metropolitan Avenue,,3773,,,,,,,,,,,,,,1024243.3930982202,198426.99033489823,,,,,6,,,
,,71 Avenue,,,,1443744000000,Metropolitan Avenue,,3774,,,,,,,,,,,,,,1025582.393044889,198151.99055680633,,,,,6,,,
,,Centre St,,,,1445990400000,Myrtle Ave,,3775,,,,,,,,,,,,,,1011586.3957744688,194496.9916332215,,,,,6,,,
,,Forest Ave,,,,1445990400000,Myrtle Ave,,3776,,,,,,,,,,,,,,1011922.39543055,194499.99162723124,,,,,6,,,
,,84 Street,,,,1431734400000,Rockaway Blvd,,3819,,,,,,,,,,,,,,1024072.3931121379,188382.99237830937,,,,,6,,,
,,91 Street,,,,1431734400000,Rockaway Blvd,,3820,,,,,,,,,,,,,,1026232.3924010545,187665.99249997735,,,,,6,,,
,,98 Street,,,,1431734400000,Rockaway Blvd,,3821,,,,,,,,,,,,,,1028366.392070055,187115.99261572957,,,,,6,,,
,,101 Avenue,,,,1431734400000,Rockaway Blvd,,3823,,,,,,,,,,,,,,1025304.3926166445,187984.99251814187,,,,,6,,,
,,101 Street,,,,1431734400000,Rockaway Blvd,,3824,,,,,,,,,,,,,,1028953.3922083825,187006.9925056398,,,,,6,,,
,,103 Avenue,,,,1431734400000,Rockaway Blvd,,3825,,,,,,,,,,,,,,1026445.392303139,187593.9923158884,,,,,6,,,
,,107 Street,,,,1431734400000,Rockaway Blvd,,3826,,,,,,,,,,,,,,1030791.3914851397,186479.99257539213,,,,,6,,,
,,109 Street,,,,1431734400000,Rockaway Blvd,,3827,,,,,,,,,,,,,,1031418.3915434778,186297.99261130393,,,,,6,,,
,,114 Street,,,,1431734400000,Rockaway Blvd,,3828,,,,,,,,,,,,,,1032881.3909140527,185982.99291323125,,,,,6,,,
,,121 Street,,,,1431734400000,Rockaway Blvd,,3829,,,,,,,,,,,,,,1034936.3907410502,185547.99279898405,,,,,6,,,
,,123 Street,,,,1431734400000,Rockaway Blvd,,3830,,,,,,,,,,,,,,1035712.3905013949,185442.99268089235,,,,,6,,,
,,125 Street,,,,1431734400000,Rockaway Blvd,,3831,,,,,,,,,,,,,,1036233.390443638,185381.99280288815,,,,,6,,,
,,126 Street,,,,1431734400000,Rockaway Blvd,,3832,,,,,,,,,,,,,,1036521.3905238062,185348.9928689003,,,,,6,,,
,,130 Street,,,,1431734400000,Rockaway Blvd,,3833,,,,,,,,,,,,,,1037359.3901601434,185250.9927368164,,,,,6,,,
,,131 Street,,,,1431734400000,Rockaway Blvd,,3834,,,,,,,,,,,,,,1037663.3902083039,185214.99280880392,,,,,6,,,
,,132 Street,,,,1431734400000,Rockaway Blvd,,3835,,,,,,,,,,,,,,1038008.3901744783,185174.99288880825,,,,,6,,,
,,133 Street,,,,1431734400000,Rockaway Blvd,,3836,,,,,,,,,,,,,,1038229.3900605589,185148.9929408133,,,,,6,,,
,,140 Street,,,,1431734400000,Rockaway Blvd,,3837,,,,,,,,,,,,,,1039551.3897131383,184998.9929127246,,,,,6,,,
,,142 Street,,,,1431734400000,Rockaway Blvd,,3838,,,,,,,,,,,,,,1040181.3897654712,184925.99273064733,,,,,6,,,
,,146 Street,,,,1431734400000,Rockaway Blvd,,3839,,,,,,,,,,,,,,1042087.3892343044,184707.99251048267,,,,,6,,,
,,Lefferts Blvd,,,,1431734400000,Rockaway Blvd,,3840,,,,,,,,,,,,,,1034393.3908428103,185658.99290506542,,,,,6,,,
,,Sutphin Blvd,,,,1431734400000,Rockaway Blvd,,3841,,,,,,,,,,,,,,1043033.3889827281,184539.9925183952,,,,,6,,,
,,55 Street,,,,1430784000000,Roosevelt Avenue,,3842,,,,,,,,,,,,,,1009303.3964034766,210687.9884506464,,,,,6,,,
,,57 Street,,,,1430784000000,Roosevelt Avenue,,3843,,,,,,,,,,,,,,1009875.3962437212,210822.98850873113,,,,,6,,,
,,77 Street,,,,1430784000000,Roosevelt Avenue,,3844,,,,,,,,,,,,,,1015096.3953161389,211493.98815098405,,,,,6,,,
,,98 Street,,,,1430784000000,Roosevelt Avenue,,3845,,,,,,,,,,,,,,1020959.3944168836,212318.98781330884,,,,,6,,,
,,99 Street,,,,1430784000000,Roosevelt Avenue,,3846,,,,,,,,,,,,,,1021224.393886894,212351.9877473116,,,,,6,,,
,,103 Street,,,,1430697600000,Roosevelt Avenue,,3847,,,,,,,,,,,,,,1022285.394061476,212500.98777739704,,,,,6,,,
,,104 Street,,,,1430697600000,Roosevelt Avenue,,3848,,,,,,,,,,,,,,1022555.3941776305,212536.98770539463,,,,,6,,,
,,108 Street,,,,1430697600000,Roosevelt Avenue,,3849,,,,,,,,,,,,,,1023382.3938359767,212811.98748347163,,,,,6,,,
,,Bowne Street,,,,1430697600000,Roosevelt Avenue,,3850,,,,,,,,,,,,,,1032890.3922083825,216572.9865231365,,,,,6,,,
,,Britton Ave,,,,1430697600000,Roosevelt Avenue,,3851,,,,,,,,,,,,,,1017927.3945753872,211891.98801113665,,,,,6,,,
,,Forley St,,,,1430697600000,Roosevelt Avenue,,3852,,,,,,,,,,,,,,1017185.3950751424,211785.9878950566,,,,,6,,,
,,Junction Blvd,,,,1431561600000,Roosevelt Avenue,,3853,,,,,,,,,,,,,,1020429.3944926411,212238.9879733175,,,,,6,,,
,,Skillman Ave,,,,1430784000000,Roosevelt Avenue,,3854,,,,,,,,,,,,,,1009630.3964056373,210765.988622725,,,,,6,,,
,,Union St,,,,1430697600000,Roosevelt Avenue,,3855,,,,,,,,,,,,,,1032303.392070055,216378.98658305407,,,,,6,,,
,,Woodside Ave & 58 St,,,,1430784000000,Roosevelt Avenue,,3856,,,,,,,,,,,,,,1010413.3964800537,210853.9884467274,,,,,6,,,
,,East 151 Street,,,,1435881600000,3 Avenue,,3877,,,,,,,,,,,,,,1007503.3977068812,237016.98336473107,,,,,6,,,
,,East 159 Street,,,,1435881600000,3 Avenue,,3878,,,,,,,,,,,,,,1008657.397367388,238775.98279947042,,,,,6,,,
,,East 167 Street,,,,1435881600000,3 Avenue,,3879,,,,,,,,,,,,,,1010106.3974221349,241479.982312724,,,,,6,,,
,,East 168 Street,,,,1435881600000,3 Avenue,,3880,,,,,,,,,,,,,,1010307.3973482251,242064.98212698102,,,,,6,,,
,,East 169 Street,,,,1435881600000,3 Avenue,,3881,,,,,,,,,,,,,,1010525.3972403109,242665.98223730922,,,,,6,,,
,,East 170 Street,,,,1435881600000,3 Avenue,,3882,,,,,,,,,,,,,,1010948.3970504701,243505.98186963797,,,,,6,,,
,,East 171 Street,,,,1435881600000,3 Avenue,,3883,,,,,,,,,,,,,,1011377.3968486339,244293.98160597682,,,,,6,,,
